0,0,-5.32000,0.00000,-5.48000,0.00000720
0,2,-5.32000,0.00000,-5.48000,-0.00537460
0,5,-2.66000,0.00000,-5.48000,-0.00241134
0,7,-2.66000,0.00000,-5.48000,-0.00031380
2,0,-5.32000,0.00000,-5.48000,-0.00537460
2,2,-5.32000,0.00000,-5.48000,0.00423791
2,5,-2.66000,0.00000,-5.48000,-0.00031380
2,7,-2.66000,0.00000,-5.48000,-0.00094774
3,3,-5.32000,0.00000,-5.48000,-0.00227065
3,8,-2.66000,0.00000,-5.48000,0.00053657
5,0,-7.98000,0.00000,-5.48000,-0.00241134
5,2,-7.98000,0.00000,-5.48000,-0.00031380
5,5,-5.32000,0.00000,-5.48000,0.00000720
5,7,-5.32000,0.00000,-5.48000,-0.00537460
7,0,-7.98000,0.00000,-5.48000,-0.00031380
7,2,-7.98000,0.00000,-5.48000,-0.00094774
7,5,-5.32000,0.00000,-5.48000,-0.00537460
7,7,-5.32000,0.00000,-5.48000,0.00423791
8,3,-7.98000,0.00000,-5.48000,0.00053657
8,8,-5.32000,0.00000,-5.48000,-0.00227065
0,0,-2.66000,2.66000,-5.48000,-0.00285076
0,5,0.00000,2.66000,-5.48000,0.00888852
0,7,0.00000,2.66000,-5.48000,-0.00085363
0,8,0.00000,2.66000,-5.48000,0.00343554
2,5,0.00000,2.66000,-5.48000,-0.00085363
2,7,0.00000,2.66000,-5.48000,-0.00122060
2,8,0.00000,2.66000,-5.48000,-0.00710548
3,5,0.00000,2.66000,-5.48000,0.00343554
3,7,0.00000,2.66000,-5.48000,-0.00710548
3,8,0.00000,2.66000,-5.48000,-0.00301157
5,0,-5.32000,2.66000,-5.48000,-0.00241134
5,3,-5.32000,2.66000,-5.48000,0.00031380
5,5,-2.66000,2.66000,-5.48000,-0.00285076
7,2,-5.32000,2.66000,-5.48000,0.00053657
8,0,-5.32000,2.66000,-5.48000,0.00031380
8,3,-5.32000,2.66000,-5.48000,-0.00094774
0,0,0.00000,5.32000,-5.48000,0.00000720
0,3,0.00000,5.32000,-5.48000,0.00537460
0,5,2.66000,5.32000,-5.48000,0.00888852
0,7,2.66000,5.32000,-5.48000,-0.00343554
0,8,2.66000,5.32000,-5.48000,0.00085363
2,2,0.00000,5.32000,-5.48000,-0.00227065
2,5,2.66000,5.32000,-5.48000,-0.00343554
2,7,2.66000,5.32000,-5.48000,-0.00301157
2,8,2.66000,5.32000,-5.48000,-0.00710548
3,0,0.00000,5.32000,-5.48000,0.00537460
3,3,0.00000,5.32000,-5.48000,0.00423791
3,5,2.66000,5.32000,-5.48000,0.00085363
3,7,2.66000,5.32000,-5.48000,-0.00710548
3,8,2.66000,5.32000,-5.48000,-0.00122060
5,5,0.00000,5.32000,-5.48000,0.00000720
5,8,0.00000,5.32000,-5.48000,0.00537460
7,7,0.00000,5.32000,-5.48000,-0.00227065
8,5,0.00000,5.32000,-5.48000,0.00537460
8,8,0.00000,5.32000,-5.48000,0.00423791
0,5,5.32000,7.98000,-5.48000,-0.00241134
0,8,5.32000,7.98000,-5.48000,0.00031380
2,7,5.32000,7.98000,-5.48000,0.00053657
3,5,5.32000,7.98000,-5.48000,0.00031380
3,8,5.32000,7.98000,-5.48000,-0.00094774
0,0,-2.66000,-2.66000,-5.48000,-0.00285076
0,5,0.00000,-2.66000,-5.48000,-0.00241134
0,8,0.00000,-2.66000,-5.48000,-0.00031380
2,7,0.00000,-2.66000,-5.48000,0.00053657
3,5,0.00000,-2.66000,-5.48000,-0.00031380
3,8,0.00000,-2.66000,-5.48000,-0.00094774
5,0,-5.32000,-2.66000,-5.48000,0.00888852
5,2,-5.32000,-2.66000,-5.48000,-0.00085363
5,3,-5.32000,-2.66000,-5.48000,0.00343554
5,5,-2.66000,-2.66000,-5.48000,-0.00285076
7,0,-5.32000,-2.66000,-5.48000,-0.00085363
7,2,-5.32000,-2.66000,-5.48000,-0.00122060
7,3,-5.32000,-2.66000,-5.48000,0.00710548
8,0,-5.32000,-2.66000,-5.48000,0.00343554
8,2,-5.32000,-2.66000,-5.48000,0.00710548
8,3,-5.32000,-2.66000,-5.48000,-0.00301157
0,5,2.66000,0.00000,-5.48000,0.00888852
0,7,2.66000,0.00000,-5.48000,0.00343554
0,8,2.66000,0.00000,-5.48000,-0.00085363
2,2,0.00000,0.00000,-5.48000,0.00243979
2,5,2.66000,0.00000,-5.48000,0.00343554
2,7,2.66000,0.00000,-5.48000,-0.00301157
2,8,2.66000,0.00000,-5.48000,-0.00710548
3,3,0.00000,0.00000,-5.48000,0.00243979
3,5,2.66000,0.00000,-5.48000,-0.00085363
3,7,2.66000,0.00000,-5.48000,-0.00710548
3,8,2.66000,0.00000,-5.48000,-0.00122060
5,0,-2.66000,0.00000,-5.48000,0.00888852
5,2,-2.66000,0.00000,-5.48000,-0.00343554
5,3,-2.66000,0.00000,-5.48000,0.00085363
7,0,-2.66000,0.00000,-5.48000,-0.00343554
7,2,-2.66000,0.00000,-5.48000,-0.00301157
7,3,-2.66000,0.00000,-5.48000,0.00710548
7,7,0.00000,0.00000,-5.48000,0.00243979
8,0,-2.66000,0.00000,-5.48000,0.00085363
8,2,-2.66000,0.00000,-5.48000,0.00710548
8,3,-2.66000,0.00000,-5.48000,-0.00122060
8,8,0.00000,0.00000,-5.48000,0.00243979
0,0,2.66000,2.66000,-5.48000,-0.00285076
0,5,5.32000,2.66000,-5.48000,0.00888852
0,7,5.32000,2.66000,-5.48000,0.00085363
0,8,5.32000,2.66000,-5.48000,-0.00343554
2,5,5.32000,2.66000,-5.48000,0.00085363
2,7,5.32000,2.66000,-5.48000,-0.00122060
2,8,5.32000,2.66000,-5.48000,-0.00710548
3,5,5.32000,2.66000,-5.48000,-0.00343554
3,7,5.32000,2.66000,-5.48000,-0.00710548
3,8,5.32000,2.66000,-5.48000,-0.00301157
5,5,2.66000,2.66000,-5.48000,-0.00285076
0,5,7.98000,5.32000,-5.48000,-0.00241134
0,7,7.98000,5.32000,-5.48000,0.00031380
2,5,7.98000,5.32000,-5.48000,0.00031380
2,7,7.98000,5.32000,-5.48000,-0.00094774
3,8,7.98000,5.32000,-5.48000,0.00053657
0,0,0.00000,-5.32000,-5.48000,0.00000720
0,3,0.00000,-5.32000,-5.48000,-0.00537460
2,2,0.00000,-5.32000,-5.48000,-0.00227065
3,0,0.00000,-5.32000,-5.48000,-0.00537460
3,3,0.00000,-5.32000,-5.48000,0.00423791
5,0,-2.66000,-5.32000,-5.48000,0.00888852
5,2,-2.66000,-5.32000,-5.48000,0.00343554
5,3,-2.66000,-5.32000,-5.48000,-0.00085363
5,5,0.00000,-5.32000,-5.48000,0.00000720
5,8,0.00000,-5.32000,-5.48000,-0.00537460
7,0,-2.66000,-5.32000,-5.48000,0.00343554
7,2,-2.66000,-5.32000,-5.48000,-0.00301157
7,3,-2.66000,-5.32000,-5.48000,0.00710548
7,7,0.00000,-5.32000,-5.48000,-0.00227065
8,0,-2.66000,-5.32000,-5.48000,-0.00085363
8,2,-2.66000,-5.32000,-5.48000,0.00710548
8,3,-2.66000,-5.32000,-5.48000,-0.00122060
8,5,0.00000,-5.32000,-5.48000,-0.00537460
8,8,0.00000,-5.32000,-5.48000,0.00423791
0,0,2.66000,-2.66000,-5.48000,-0.00285076
5,0,0.00000,-2.66000,-5.48000,0.00888852
5,2,0.00000,-2.66000,-5.48000,0.00085363
5,3,0.00000,-2.66000,-5.48000,-0.00343554
5,5,2.66000,-2.66000,-5.48000,-0.00285076
7,0,0.00000,-2.66000,-5.48000,0.00085363
7,2,0.00000,-2.66000,-5.48000,-0.00122060
7,3,0.00000,-2.66000,-5.48000,0.00710548
8,0,0.00000,-2.66000,-5.48000,-0.00343554
8,2,0.00000,-2.66000,-5.48000,0.00710548
8,3,0.00000,-2.66000,-5.48000,-0.00301157
0,0,5.32000,0.00000,-5.48000,0.00000720
0,2,5.32000,0.00000,-5.48000,0.00537460
2,0,5.32000,0.00000,-5.48000,0.00537460
2,2,5.32000,0.00000,-5.48000,0.00423791
3,3,5.32000,0.00000,-5.48000,-0.00227065
5,5,5.32000,0.00000,-5.48000,0.00000720
5,7,5.32000,0.00000,-5.48000,0.00537460
7,5,5.32000,0.00000,-5.48000,0.00537460
7,7,5.32000,0.00000,-5.48000,0.00423791
8,8,5.32000,0.00000,-5.48000,-0.00227065
5,0,0.00000,-7.98000,-5.48000,-0.00241134
5,3,0.00000,-7.98000,-5.48000,-0.00031380
7,2,0.00000,-7.98000,-5.48000,0.00053657
8,0,0.00000,-7.98000,-5.48000,-0.00031380
8,3,0.00000,-7.98000,-5.48000,-0.00094774
