1.5515,-0.86586
1.5515,-0.85259
1.5523,-1.3647
1.553,-0.83936
1.5553,-1.3595
1.5553,-0.84208
1.5575,-1.341
1.559,-0.83156
1.5605,-1.3411
1.562,-0.81041
1.5628,-1.3305
1.5628,-0.83962
1.5628,-0.82635
1.5635,-1.3119
1.565,-1.2961
1.565,-0.79457
1.5673,-1.2935
1.5695,-0.7602
1.5703,-0.78675
1.5703,-0.77349
1.571,-1.2803
1.5718,-1.2671
1.5725,-1.2565
1.574,-1.2459
1.574,-0.74174
1.5748,-0.75238
1.5763,-1.2327
1.577,-1.2221
1.577,-0.71794
1.577,-0.70998
1.5785,-1.2168
1.5808,-0.69151
1.5815,-1.2116
1.5815,-1.2036
1.583,-1.1878
1.583,-1.1824
1.5838,-0.67036
1.5853,-1.1719
1.5853,-1.1613
1.5853,-0.65979
1.5868,-1.1534
1.5868,-0.65452
1.5875,-0.64127
1.589,-1.1481
1.589,-0.62539
1.5905,-1.1322
1.592,-1.119
1.5935,-1.1111
1.5943,-0.60696
1.595,-1.1005
1.598,-1.0873
1.598,-0.58318
1.5988,-1.0794
1.6003,-0.56201
1.601,-1.0662
1.601,-0.54876
1.6025,-1.0529
1.604,-1.0397
1.604,-0.53027
1.6055,-1.0265
1.6063,-0.51706
1.607,-1.0186
1.6085,-1
1.61,-0.98681
1.61,-0.49859
1.6108,-0.48269
1.6115,-0.97359
1.6115,-0.96828
1.6123,-0.95238
1.6123,-0.46681
1.6138,-0.45358
1.6153,-0.94715
1.6153,-0.93919
1.616,-0.44302
1.6168,-0.93127
1.6183,-0.91539
1.6198,-0.43251
1.6198,-0.42455
1.6198,-0.40863
1.6205,-0.9128
1.6213,-0.88628
1.6228,-0.38748
1.6258,-0.87313
1.6265,-0.86785
1.6265,-0.37166
1.628,-0.84666
1.628,-0.35578
1.631,-0.83613
1.6318,-0.82553
1.6318,-0.332
1.6325,-0.31345
1.6333,-0.82027
1.634,-0.30022
1.6363,-0.80442
1.637,-0.78587
1.637,-0.28968
1.6378,-0.27378
1.64,-0.76738
1.64,-0.25792
1.6408,-0.78066
1.6438,-0.75686
1.6445,-0.23416
1.6453,-0.74629
1.646,-0.22094
1.6475,-0.73043
1.6475,-0.20771
1.652,-0.18925
1.6528,-0.72261
1.6535,-0.17337
1.6543,-0.71734
1.6543,-0.16809
1.6565,-0.71475
1.6565,-0.70679
1.6565,-0.14692
1.658,-0.68825
1.6595,-0.66176
1.6603,-0.1364
1.6625,-0.67776
1.6625,-0.65653
1.6633,-0.12322
1.6648,-0.11264
1.6663,-0.12064
1.667,-0.64073
1.6678,-0.59033
1.6693,-0.096842
1.6693,-0.094189
1.6708,-0.62756
1.6715,-0.61697
1.6723,-0.078348
1.676,-0.6277
1.676,-0.070488
1.6768,-0.065201
1.6783,-0.062587
1.6798,-0.62249
1.6798,-0.61719
1.6805,-0.05734
1.6828,-0.046786
1.6843,-0.60935
1.6843,-0.59077
1.685,-0.038886
1.6865,-0.59083
1.6873,-0.58289
1.6888,-0.57763
1.6895,-0.031045
1.6895,-0.023085
1.6933,-0.58836
1.694,-0.023204
1.694,-0.017897
1.6948,-0.59636
1.6985,-0.61238
1.6993,-0.56729
1.7,-0.023363
1.703,-0.58331
1.703,-0.56739
1.7045,-0.020829
1.7075,-0.023562
1.7083,-0.60998
1.7098,-0.59676
1.7128,-0.59684
1.7128,-0.031662
1.7143,-0.59157
1.7158,-0.60753
1.7158,-0.031741
1.7165,-0.039721
1.7203,-0.6103
1.721,-0.042494
1.7255,-0.62636
1.7263,-0.0559
1.7263,-0.050594
1.7293,-0.63442
1.73,-0.058653
1.7308,-0.077247
1.733,-0.65575
1.7338,-0.07202
1.736,-0.088
1.7368,-0.67177
1.7383,-0.67181
1.7405,-0.112
1.7405,-0.10404
1.7428,-0.68519
1.7435,-0.70379
1.7443,-0.12006
1.7458,-0.70915
1.7473,-0.12545
1.751,-0.13616
1.7525,-0.71464
1.7525,-0.14947
1.7533,-0.73854
1.7555,-0.16016
1.7563,-0.72535
1.7578,-0.19206
1.7578,-0.17879
1.76,-0.78648
1.76,-0.76525
1.7608,-0.20806
1.763,-0.72288
1.763,-0.21873
1.7653,-0.79458
1.7668,-0.23475
1.7697,-0.83185
1.7697,-0.79205
1.7713,-0.84515
1.7713,-0.24814
1.7728,-0.80274
1.7728,-0.78417
1.7743,-0.25353
1.775,-0.29069
1.775,-0.26947
1.7757,-0.85854
1.7788,-0.32263
1.7788,-0.30937
1.7803,-0.86927
1.7803,-0.86927
1.7825,-0.88525
1.7833,-0.90119
1.7855,-0.34139
1.7863,-0.88005
1.7863,-0.35733
1.7885,-0.90133
1.7893,-0.36802
1.793,-0.38935
1.7945,-0.40531
1.7953,-0.96519
1.7953,-0.9307
1.7953,-0.91743
1.7968,-0.98646
1.7983,-0.43725
1.7998,-0.99185
1.7998,-0.45586
1.802,-0.99987
1.8035,-0.97072
1.8035,-0.95215
1.8043,-0.96809
1.8043,-0.45067
1.8065,-0.47461
1.8073,-1.0292
1.8073,-0.49055
1.8088,-0.50386
1.8095,-1.0823
1.8095,-0.53041
1.8095,-0.51715
1.8118,-1.0744
1.8118,-1.0479
1.8125,-0.5358
1.8148,-0.55443
1.8162,-1.0984
1.817,-0.56776
1.8178,-1.0772
1.8193,-1.0481
1.8193,-1.0375
1.8215,-1.1224
1.8215,-0.53869
1.8222,-1.0959
1.8223,-0.61301
1.8253,-1.1225
1.8253,-0.59451
1.8268,-1.1544
1.8268,-0.61047
1.8282,-1.1704
1.8283,-0.65562
1.8298,-0.63178
1.832,-1.1784
1.832,-0.67164
1.8327,-1.1917
1.8328,-0.68758
1.8373,-1.2051
1.8373,-0.70628
1.8395,-1.2184
1.8402,-1.2317
1.8418,-0.74089
1.8418,-0.71701
1.8433,-1.2318
