 written on  7Oct2018 at 06:01:04 
          15
         235
    1    2    2    2    1    1    1    1    1    2    1    1    2    1    1
    1    1    1    1    1    2    2    2    2    2    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    2    1    1    1    1    2
    2    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    2    1    1    2    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    1    2    1
    1    2    1    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    2    1    1    1    1
    2    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    2    2    2    2    1    1    1    1    1    1    1    2    1    1
    2    1    1    1    1    1    2    2    2    1
   -4    1    1    1    1    0.000981   -0.000000
   -4    1    1    2    1    0.000489    0.000000
   -4    1    1    3    1    0.000489    0.000000
   -4    1    1    4    1    0.000898    0.000000
   -4    1    1    5    1   -0.000899    0.000001
   -4    1    1    6    1    0.001605    0.000000
   -4    1    1    7    1    0.000161    0.000000
   -4    1    1    8    1    0.008638    0.000004
   -4    1    1    9    1    0.000161   -0.000000
   -4    1    1   10    1   -0.001573   -0.000000
   -4    1    1   11    1   -0.000678   -0.000000
   -4    1    1   12    1    0.000685   -0.000000
   -4    1    1   13    1   -0.001137    0.000000
   -4    1    1   14    1    0.001137    0.000000
   -4    1    1   15    1    0.003819    0.000000
   -4    1    1    1    2    0.000149   -0.000000
   -4    1    1    2    2   -0.000220   -0.000000
   -4    1    1    3    2    0.000402    0.000000
   -4    1    1    4    2   -0.004199   -0.000001
   -4    1    1    5    2    0.000489   -0.000000
   -4    1    1    6    2   -0.000846   -0.000000
   -4    1    1    7    2   -0.004462    0.000000
   -4    1    1    8    2    0.004184    0.000002
   -4    1    1    9    2    0.010097   -0.000004
   -4    1    1   10    2    0.000027   -0.000000
   -4    1    1   11    2   -0.000527    0.000000
   -4    1    1   12    2   -0.000035    0.000000
   -4    1    1   13    2    0.000700   -0.000000
   -4    1    1   14    2   -0.002771   -0.000000
   -4    1    1   15    2   -0.002010    0.000000
   -4    1    1    1    3    0.000149   -0.000000
   -4    1    1    2    3    0.000402   -0.000000
   -4    1    1    3    3   -0.000220   -0.000000
   -4    1    1    4    3   -0.000486   -0.000000
   -4    1    1    5    3    0.004197   -0.000004
   -4    1    1    6    3   -0.000846   -0.000000
   -4    1    1    7    3    0.010098   -0.000001
   -4    1    1    8    3    0.004184    0.000002
   -4    1    1    9    3   -0.004462    0.000002
   -4    1    1   10    3    0.000027   -0.000000
   -4    1    1   11    3    0.000038   -0.000000
   -4    1    1   12    3    0.000524   -0.000000
   -4    1    1   13    3    0.002769   -0.000000
   -4    1    1   14    3   -0.000701    0.000000
   -4    1    1   15    3   -0.002010    0.000000
   -4    1    1    1    4   -0.000479    0.000000
   -4    1    1    2    4   -0.000412    0.000000
   -4    1    1    3    4    0.001746   -0.000001
   -4    1    1    4    4   -0.001145   -0.000000
   -4    1    1    5    4    0.000046   -0.000000
   -4    1    1    6    4    0.000001    0.000000
   -4    1    1    7    4    0.000085   -0.000000
   -4    1    1    8    4    0.000100    0.000000
   -4    1    1    9    4   -0.000530    0.000000
   -4    1    1   10    4   -0.000193    0.000000
   -4    1    1   11    4   -0.000333    0.000000
