2,2,-15.06000,-15.06000,-11.03600,(-0.0001+0j),
7,7,-15.06000,-15.06000,-11.03600,(-0.0001+0j),
2,2,-15.06000,-15.06000,11.03600,(-0.0001+0j),
7,7,-15.06000,-15.06000,11.03600,(-0.0001+0j),
7,10,-15.06000,-13.17750,-4.22513,(0.0001+0j),
13,10,-16.94250,-13.17750,-8.45027,(-0.0001+0j),
2,11,-16.94250,-11.29500,-4.22513,(0.0001+0j),
14,11,-16.94250,-13.17750,-8.45027,(-0.0001+0j),
0,5,-16.94250,-9.41250,0.00000,(-0.0001+0j),
2,11,-16.94250,-11.29500,1.29287,(0.0001+0j),
6,1,-13.17750,-9.41250,-16.55400,(0.0001+0j),
6,10,-15.06000,-9.41250,-9.74313,(-0.0001+0j),
7,10,-15.06000,-9.41250,-9.74313,(0.0001+0j),
13,10,-16.94250,-9.41250,-13.96827,(-0.0001+0j),
6,11,-15.06000,-9.41250,-9.74313,(-0.0001+0j),
7,11,-15.06000,-9.41250,-9.74313,(0.0002+0j),
11,11,-15.06000,-7.53000,-11.03600,(0.0001+0j),
13,11,-16.94250,-9.41250,-13.96827,(-0.0003+0j),
14,11,-16.94250,-9.41250,-13.96827,(-0.0001+0j),
15,11,-16.94250,-9.41250,-13.96827,(-0.0002+0j),
6,12,-15.06000,-9.41250,-9.74313,(-0.0001+0j),
7,12,-15.06000,-9.41250,-9.74313,(0.0002+0j),
13,12,-16.94250,-9.41250,-13.96827,(-0.0002+0j),
13,13,-15.06000,-7.53000,-11.03600,(0.0001+0j),
0,10,-16.94250,-7.53000,-4.22513,(-0.0002+0j),
1,10,-16.94250,-7.53000,-4.22513,(0.0001+0j),
6,10,-15.06000,-9.41250,-4.22513,(-0.0002+0j),
7,10,-15.06000,-9.41250,-4.22513,(0.0001+0j),
9,10,-15.06000,-9.41250,-4.22513,(-0.0001+0j),
13,10,-16.94250,-9.41250,-8.45027,(-0.0002+0j),
0,11,-16.94250,-7.53000,-4.22513,(0.0001+0j),
2,11,-16.94250,-7.53000,-4.22513,(0.0002+0j),
6,11,-15.06000,-9.41250,-4.22513,(-0.0002+0j),
7,11,-15.06000,-9.41250,-4.22513,(0.0001+0j),
8,11,-15.06000,-9.41250,-4.22513,(0.0001+0j),
11,11,-15.06000,-7.53000,-5.51800,(0.0001+0j),
13,11,-16.94250,-9.41250,-8.45027,(-0.0003+0j),
14,11,-16.94250,-9.41250,-8.45027,(-0.0002+0j),
0,12,-16.94250,-7.53000,-4.22513,(-0.0002+0j),
1,12,-16.94250,-7.53000,-4.22513,(0.0002+0j),
13,13,-15.06000,-7.53000,-5.51800,(0.0001+0j),
6,10,-15.06000,-9.41250,1.29287,(-0.0002+0j),
7,10,-15.06000,-9.41250,1.29287,(0.0002+0j),
