13,11,-20.70750,-5.64750,-7.87519,(-0.000504+0j),
6,11,-20.70750,-7.53000,-1.17859,(0.000673+0j),
7,11,-20.70750,-7.53000,-1.17859,(0.000673+0j),
13,11,-20.70750,-5.64750,-2.35719,(-0.000753+0j),
13,11,-20.70750,-1.88250,-7.87519,(-0.000504+0j),
11,11,-18.82500,0.00000,0.00000,(0.001213+0j),
13,11,-20.70750,-1.88250,-2.35719,(-0.000753+0j),
1,13,-20.70750,0.00000,1.17859,(0.000673+0j),
2,13,-20.70750,0.00000,1.17859,(-0.000673+0j),
11,13,-16.94250,1.88250,2.35719,(-0.000502+0j),
13,13,-18.82500,0.00000,0.00000,(0.001213+0j),
11,13,-16.94250,5.64750,2.35719,(-0.000502+0j),
0,11,-18.82500,-5.64750,-6.69659,(-0.000613+0j),
2,11,-18.82500,-5.64750,-6.69659,(0.00078+0j),
13,11,-16.94250,-5.64750,-7.87519,(-0.001094+0j),
15,11,-16.94250,-5.64750,-8.07386,(-0.000678+0j),
1,12,-18.82500,-5.64750,-6.89527,(-0.000537+0j),
4,12,-18.82500,-5.64750,-6.89527,(-0.0006+0j),
13,12,-16.94250,-5.64750,-8.07386,(-0.000678+0j),
0,11,-18.82500,-5.64750,-1.17859,(-0.00192+0j),
1,11,-18.82500,-5.64750,-1.17859,(-0.001167+0j),
6,11,-16.94250,-7.53000,-1.17859,(0.002047+0j),
7,11,-16.94250,-7.53000,-1.17859,(0.002047+0j),
9,11,-16.94250,-7.53000,-1.17859,(-0.001554+0j),
13,11,-16.94250,-5.64750,-2.35719,(-0.00177+0j),
1,12,-18.82500,-5.64750,-1.37727,(0.00055+0j),
0,11,-18.82500,-1.88250,-6.69659,(-0.000613+0j),
1,11,-18.82500,-1.88250,-6.69659,(-0.00078+0j),
13,11,-16.94250,-1.88250,-7.87519,(-0.001094+0j),
15,11,-16.94250,-1.88250,-8.07386,(-0.000678+0j),
2,12,-18.82500,-1.88250,-6.89527,(0.000537+0j),
4,12,-18.82500,-1.88250,-6.89527,(-0.0006+0j),
13,12,-16.94250,-1.88250,-8.07386,(-0.000678+0j),
13,1,-13.17750,0.00000,-1.17859,(0.000673+0j),
13,2,-13.17750,0.00000,-1.17859,(-0.000673+0j),
0,11,-18.82500,-1.88250,-1.17859,(-0.00192+0j),
2,11,-18.82500,-1.88250,-1.17859,(0.001167+0j),
11,11,-15.06000,0.00000,0.00000,(0.00327+0j),
12,11,-15.06000,0.00000,0.19868,(0.000535+0j),
13,11,-16.94250,-1.88250,-2.35719,(-0.00177+0j),
2,12,-18.82500,-1.88250,-1.37727,(-0.00055+0j),
11,12,-15.06000,0.00000,-0.19868,(-0.000535+0j),
1,13,-16.94250,0.00000,1.17859,(0.002047+0j),
2,13,-16.94250,0.00000,1.17859,(-0.002047+0j),
4,13,-16.94250,0.00000,1.17859,(0.001554+0j),
11,13,-13.17750,1.88250,2.35719,(-0.000753+0j),
13,13,-15.06000,0.00000,0.00000,(0.00327+0j),
15,13,-15.06000,0.00000,-0.19868,(-0.000535+0j),
13,15,-15.06000,0.00000,0.19868,(0.000535+0j),
11,13,-13.17750,1.88250,7.87519,(-0.000504+0j),
11,6,-13.17750,7.53000,1.17859,(0.000673+0j),
